record_id,title,release_date,director,studio,country,subgenre,runtime,mpaa_rating,budget_usd,box_office_usd,user_score,vote_count
2979,A NIGHTMARE ON ELM STREET,11/16/1984,Wes Craven,new line cinema,U.S.A.,Werewolf,1h 57m,Not Rated,1500000,"$10,311,433",,458527
3423,battle royale,07-10-2000,Kinji Fukasaku,Toei,Japan,Found Footage,105,PG-13,"$1,500,000",$10261807,7.7,97823
1690,Eyes Without a Face,13-08-1960,Georges Franju,Champs-Elysees,france,Giallo,120,Unrated,20000000,158166156,8.5,75717
2271,Carrie,6/11/1976,Brian De Palma,United Artists,USA,Body Horror,135,PG,$50000,USD 417751,8.5,303228
2066,Witchfinder General,1968-08-24,Michael Reeves,Tigon,UK,Giallo,153 min,Unrated,"10,000,000","$136,636,027",8.5,209036
4643,A Quiet Place,27-06-2018,John Krasinski,Paramount,United States,Supernatural,100 min,Not Rated,$300000,3147005,8.7,242683
1149,THE MUMMY,1932-04-15,Karl Freund,universal,us,Vampire,140 min,Unrated,"$10,000,000","$46,257,698",5.7,165004
2688,The Evil Dead,1981-04-27,Sam Raimi,New Line,USA,Supernatural,114 min,NC-17,"$50,000","$547,550",8.1,369255
4129,Trick 'r Treat,20-04-2007,Michael Dougherty,Warner Bros,United States,Slasher,161,R,"$20,000,000",$87142789,,129356
1321,I Walked with a Zombie,13-10-1943,Jacques Tourneur,RKO Radio Pictures,U.S.A.,Found Footage,144min,R,"$300,000","$2,896,340",8.9,230411
4291,Oculus,2013/09/28,Mike Flanagan,BlumHouse,United States,Kaiju|Haunted House,154,NC-17,120000,$1389242,5.5,447423
1576,The Blob,1958/08/08,Irvin Yeaworth,paramount,United States,Supernatural,98,NC-17,,"20,452,945",6.0,370633
3217,THE SILENCE OF THE LAMBS,15-10-1991,Jonathan Demme,Orion Pictures,USA ,Supernatural|Kaiju,141min,,"$20,000,000","$197,214,540",8.3,454525
4554,The Autopsy of Jane Doe,09/11/2016,Andre Ovredal,IFC Midnight,England,Psychological|Giallo,102,R,120000,,8.7,50786
3204,The Silence of the Lambs,04-06-1991,Jonathan Demme,Orion Pictures,USA ,Supernatural|Kaiju,141,NC-17,"20,000,000","197,214,540",8.3,51497
1492,  Invasion of the Body Snatchers ,11-10-1956,Don Siegel,Allied Artists,United States,Gothic,,R,"1,500,000","$13,594,388",6.5,274119
5294,  The Wicker Man ,18-02-1973,Robin Hardy,British Lion Films,UK,Zombie,1h 17m,Unrated,"6,000,000",USD 4977047,5.9,162443
1401,House of Wax,03/25/1953,Andre de Toth,Warner Bros.,us,Kaiju|Gothic,1h 12m,G,"$10,000,000",USD 90384239,8.2,262614
2581,The Brood,16-11-1979,David Cronenberg,New World Pictures,Canada,Body Horror|Gothic,87,G,USD 10000000,USD 30655121,6.1,316722
1999,kill baby kill,1966/02/16,Mario Bava,FUL Films,Italy,Vampire,,Unrated,"$6,000,000","$49,406,007",6.1,336283
1332,The Uninvited,1944-09-15,Lewis Allen,Paramount Pictures,United States,Found Footage,125min,Unrated,"50,000",,8.7,214091
3640,ju-on the grudge,25-04-2002,Takashi Shimizu,Toei,Nippon,Slasher,113min,Unrated,USD 120000,"547,265",5.4,156676
3047,Re-Animator,1985/03/14,Stuart Gordon,Empire Pictures,U.S.A.,Body Horror,140 min,Unrated,"120,000",$1181119,9.0,965
3099,Hellraiser,7/12/1987,Clive Barker,New World Pictures,U.K.,Slasher,98 min,G,$50000,$269251,6.8,179740
4898,  Titane ,2021-10-15,Julia Ducournau,Neon,france,Werewolf,98min,PG-13,"20,000,000",191227230,4.7,406347
4062,Let the Right One In,05/23/2008,Tomas Alfredson,Sandrew Metronome,Sweden,Occult,162,Unrated,,"$249,436",5.9,8904
2598,The Shining,1980/01/27,Stanley Kubrick,warner bros.,USA,Psychological|Supernatural,151,Not Rated,"$750,000",USD 2789629,6.8,351785
3661,Dark Water,07/15/2002,Hideo Nakata,TOHO,Nippon,Comedy Horror,157,R,"750,000","$8,030,796",5.4,357476
3529,  The Others ,2001-01-24,Alejandro Amenabar,WARNER BROS.,Spain,Splatter,160 min,G,10000000,55008994,8.7,46559
5020,PEARL,7/24/2022,Ti West,A-24,USA ,Cosmic Horror,144,G,"$3,000,000","36,671,785",7.5,276637
3319,audition,03/02/1999,Takashi Miike,Omega Project,Japan,Psychological|Occult,2h 40m,Unrated,"$6,000,000",USD 33618699,8.3,346257
3811,The Descent,05-03-2005,Neil Marshall,Pathe,U.K.,Splatter,73min,PG,1500000,$18020687,6.5,97705
4873,Possessor,2020-04-21,Brandon Cronenberg,NEON,CANADA,Occult,2h 18m,G,"300,000",,8.1,259975
1781,Carnival of Souls,28-01-1962,Herk Harvey,Herts-Lion International,us,Body Horror,100,PG,20000000,"$22,553,699",8.7,134817
1328,I Walked with a Zombie,11-12-1943,Jacques Tourneur,RKO Radio Pictures,United States,Found Footage,144,R,300000,$2896340,8.9,45932
4154,trick 'r treat,2007/03/25,Michael Dougherty,Warner Bros.,USA,Slasher,161,R,20000000,87142789,5.1,38880
3716,High Tension,7/8/2003,Alexandre Aja,EuropaCorp,France,Zombie|Kaiju,,G,"1,500,000",12580491,4.6,150946
3471,Session 9,08/07/2001,Brad Anderson,USA Films,United States,Comedy Horror,71,Not Rated,"$3,000,000",41390468,6.7,229309
2557,The Brood,05-04-1979,David Cronenberg,New World Pictures,CANADA,Body Horror|Gothic,87min,G,10000000,"30,655,121",6.1,127549
3038,Re-Animator,7/26/1985,Stuart Gordon,Empire Pictures,USA,Body Horror,140,Unrated,"120,000","1,181,119",9.0,257967
4656,a quiet place,11/23/2018,John Krasinski,Paramount,United States,Supernatural,100,Not Rated,300000,"$3,147,005",8.7,53196
1095,Frankenstein,11/21/1931,James Whale,Universal Pictures,U.S.A.,Supernatural|Slasher,117,NC-17,"750,000","1,599,134",6.4,193710
5166,The Substance,09/09/2024,Coralie Fargeat,Mubi,France,Psychological,75 min,NC-17,"50,000",USD 101442,8.3,65854
1902,kwaidan,24-04-1964,Masaki Kobayashi,Toho,Nippon,Comedy Horror|Gothic,152,PG-13,,USD 403655,6.6,463946
1720,Peeping Tom,04-05-1960,Michael Powell,Anglo-Amalgamated,U.K.,Werewolf,96,PG,"1,500,000",$16521182,8.0,29514
3691,A TALE OF TWO SISTERS,02-10-2003,Kim Jee-woon,Cineclick Asia,S. Korea,Folk Horror,97,PG,"$3,000,000","$26,985,529",9.2,409710
5002,Pearl,08/21/2022,Ti West,A24,us,Cosmic Horror,144 min,G,"3,000,000","36,671,785",,316589
3907,The Host,8/18/2006,Bong Joon-ho,Showbox,S. Korea,Slasher,83,NC-17,3000000,33187930,9.0,243969
4041,Paranormal Activity,10/07/2007,Oren Peli,BlumHouse,USA ,Giallo,73 min,R,"$10,000,000","$19,874,391",7.0,51277
1056,The Phantom of the Opera,1925-01-09,Rupert Julian,Universal,us,Splatter|Haunted House,2h 34m,,750000,"$4,135,308",6.1,445909
5333,Midsommar,2019-07-26,Ari Aster,A24,USA,Comedy Horror,1h 33m,G,6000000,"$31,450,041",6.8,164206
3731,High Tension,2003-02-08,Alexandre Aja,EuropaCorp,FRANCE,Zombie|Kaiju,161,G,USD 1500000,12580491,4.6,187171
1713,peeping tom,6/26/1960,Michael Powell,Anglo-Amalgamated,U.K.,Werewolf,96,PG,1500000,16521182,8.0,135901
3103,Hellraiser,28-03-1987,Clive Barker,New World Pictures,England,Slasher,98min,G,"50,000","$269,251",6.8,397906
5230,Nosferatu,2/26/2024,Robert Eggers,Focus Features,United States,Occult,135,Not Rated,"$10,000,000","23,048,052",7.7,16719
4555,The Autopsy of Jane Doe,2/25/2016,Andre Ovredal,IFC Midnight,England,Psychological|Giallo,102,R,"120,000",757476,8.7,152594
5185,Longlegs,2024/03/06,Osgood Perkins,neon,us,Gothic,2h 40m,NC-17,"$10,000,000","$54,792,293",6.0,92858
4118,Martyrs,2008/06/24,Pascal Laugier,Wild Bunch,france,Psychological,116min,G,$20000000,"87,265,784",5.1,436826
2056,Night of the Living Dead,1968/10/19,George Romero,Image Ten,U.S.A.,Zombie,108min,G,"$1,500,000",19103735,8.1,408246
4760,Us,11/13/2019,Jordan Peele,Universal Pictures,USA,Psychological,2h 11m,PG,10000000,"$40,925,924",6.6,378618
2214,The Texas Chain Saw Massacre,05/25/1974,Tobe Hooper,Bryanston Pictures,USA ,Supernatural,101,,3000000,"$13,374,047",7.9,581
3861,Wolf Creek,2005-01-28,Greg McLean,Roadshow,Australia,Vampire,110,G,"$6,000,000","$46,531,729",7.5,286070
2512,Alien,1979/06/09,Ridley Scott,20th Century Fox,U.K.,Occult|Creature Feature,1h 56m,G,"$10,000,000",USD 15461470,6.4,380090
1109,Frankenstein,13-09-1931,James Whale,Universal,U.S.A.,Supernatural|Slasher,117min,NC-17,750000,USD 1599134,6.4,82462
2019,Rosemary's Baby,1968/12/22,Roman Polanski,Paramount Pictures,USA,Giallo,137,,20000000,$7001250,6.7,423384
2858,Poltergeist,04-06-1982,Tobe Hooper,MGM,United States,Cosmic Horror|Gothic,151,PG,$10000000,77775922,,124300
4634,It,10/02/2017,Andy Muschietti,WARNER BROS.,U.S.A.,Zombie|Giallo,89min,NC-17,,,5.8,206500
4960,X,01/27/2022,Ti West,A-24,USA,Splatter,126,NC-17,20000000,253893251,7.9,204577
1266,Cat People,1942/09/18,,RKO Radio Pictures,U.S.A.,Werewolf|Creature Feature,1h 14m,Not Rated,"$300,000",927054,,299956
2060,  Witchfinder General ,1968-03-26,Michael Reeves,Tigon,U.K.,Giallo,2h 33m,Unrated,"$10,000,000","136,636,027",8.5,55029
3396,The Sixth Sense,1999/02/12,M. Night Shyamalan,Buena Vista,U.S.A.,Comedy Horror,157 min,,"$300,000",3957945,5.3,460893
2269,Carrie,03/14/1976,Brian De Palma,United Artists,us,Body Horror,2h 15m,PG,"50,000",417751,8.5,200650
1687,Eyes Without a Face,5/3/1960,Georges Franju,Champs-Elysees,france,Giallo,120 min,Unrated,$20000000,158166156,8.5,96435
4445,Green Room,11/15/2015,Jeremy Saulnier,A24,USA,Body Horror,94 min,G,"$750,000","$9,129,839",9.0,141024
3982,REC,05-08-2007,Jaume Balaguero,Filmax,Spain,Zombie,144min,PG,"20,000,000",,7.4,81660
4510,Raw,08/01/2016,Julia Ducournau,Wild Bunch,FRANCE,Folk Horror|Cosmic Horror,156,R,"300,000","$2,396,256",8.5,418994
5164,  The Substance ,11/09/2024,Coralie Fargeat,Mubi,france,Psychological,75,NC-17,USD 50000,"101,442",8.3,240931
1609,House on Haunted Hill,12/8/1959,William Castle,Allied Artists,USA ,Cosmic Horror,132,PG-13,$300000,4138573,6.0,53591
3791,Saw,2004-11-20,James Wan,Lions Gate,us,Occult,75,Not Rated,10000000,,6.1,153446
1935,  Repulsion ,1965-03-21,Roman Polanski,Compton Films,England,Cosmic Horror|Supernatural,142 min,PG,,,7.3,268821
4917,Malignant,08/13/2021,James Wan,WARNER BROS.,U.S.A.,Zombie,2h 18m,PG-13,,USD 583939,7.5,37726
3473,Session 9,2001-04-13,Brad Anderson,USA Films,USA,Comedy Horror,71,Not Rated,"$3,000,000",,6.7,95662
1907,Kwaidan,3/27/1964,Masaki Kobayashi,TOHO,JAPAN,Comedy Horror|Gothic,152,PG-13,,403655,6.6,431778
1516,The Curse of Frankenstein,1957-09-26,Terence Fisher,HAMMER FILMS,UK,Werewolf|Vampire,129min,PG-13,"$10,000,000",139128163,6.5,137023
3455,battle royale,11/10/2000,Kinji Fukasaku,Toei,Nippon,Found Footage,1h 45m,PG-13,1500000,"$10,261,807",7.7,177333
4276,Oculus,2013/09/09,Mike Flanagan,Blumhouse,United States,Kaiju|Haunted House,154min,NC-17,120000,"1,389,242",5.5,34232
3237,Candyman,1992/01/16,Bernard Rose,TriStar Pictures,U.S.A.,Comedy Horror|Zombie,78,PG-13,50000,197869,6.1,303783
4082,Let the Right One In,2008/06/28,,Sandrew Metronome,Sweden,Occult,162,Unrated,"$50,000","$249,436",5.9,348930
1064,Dracula,1931/10/28,Tod Browning,Universal,U.S.A.,Found Footage,84,R,"$300,000",471267,5.6,106691
3355,The Blair Witch Project,08/17/1999,Daniel Myrick,Artisan Entertainment,USA ,Splatter,1h 58m,Unrated,,"$2,812,847",9.0,419417
2467,Halloween,1978/03/01,John Carpenter,Compass International,USA,Supernatural,164,PG-13,"$10,000,000","$129,695,880",6.8,252353
5296,Audition,4/24/1999,,Omega Project,Nippon,Psychological|Occult,160min,,"6,000,000",,8.3,224507
4483,Train to Busan,1/13/2016,Yeon Sang-ho,Next Entertainment World,S. Korea,Giallo,2h 45m,Unrated,"$1,500,000","18,027,397",6.7,472910
2368,Eraserhead,1977-08-04,David Lynch,Libra Films,United States,Zombie,149 min,PG-13,"3,000,000","39,909,840",8.3,66146
3658,Dark Water,02/13/2002,Hideo Nakata,toho,JAPAN,Comedy Horror,157 min,R,"$750,000","8,030,796",5.4,176713
4283,Oculus,06/13/2013,Mike Flanagan,Blumhouse,USA,Kaiju|Haunted House,154,NC-17,"120,000","$1,389,242",5.5,63869
1236,The Wolf Man,1941-10-28,George Waggner,universal,us,Psychological,126 min,Not Rated,"35,000,000","$341,406,775",5.4,169361
3550,Pulse,5/28/2001,,Toho,Japan,Creature Feature|Body Horror,99,NC-17,300000,190306,5.2,91475
4506,Train to Busan,01-12-2016,Yeon Sang-ho,Next Entertainment World,S. Korea,Giallo,165,Unrated,USD 1500000,"$18,027,397",6.7,223994
1079,Dracula,10-09-1931,Tod Browning,Universal  ,U.S.A.,Found Footage,84,R,USD 300000,"$471,267",5.6,201508
2239,Deep Red,1975/11/21,Dario Argento,Rizzoli Film,italy,Supernatural,112min,Not Rated,"$10,000,000","14,234,893",8.9,458743
2610,THE SHINING,1980-05-01,Stanley Kubrick,Warner Bros,USA ,Psychological|Supernatural,2h 31m,Not Rated,"$750,000",2789629,6.8,95022
1316,I Walked with a Zombie,08/28/1943,Jacques Tourneur,RKO Radio Pictures,USA,Found Footage,,R,"300,000","2,896,340",8.9,33197
1870,Blood and Black Lace,4/6/1964,Mario Bava,Emmepi Cinematografica,ITALY,Gothic|Giallo,2h 23m,,USD 120000,215381,8.4,343004
3600,28 Days Later,2002-08-17,Danny Boyle,Fox Searchlight,England,Folk Horror,147,R,"$6,000,000",25855318,8.7,463120
3829,The Descent,2005/05/17,Neil Marshall,Pathe,U.K.,Splatter,73,,1500000,,6.5,284906
4908,Titane,06-06-2021,Julia Ducournau,NEON,France,Werewolf,98min,PG-13,"$20,000,000",$191227230,4.7,187037
3056,The Fly,07-11-1986,David Cronenberg,20th Century Fox,U.S.A.,Cosmic Horror,104,R,"35,000,000","$407,590,945",7.8,6969
3061,The Fly,1986/02/08,,20th Century Fox,us,Cosmic Horror,104,R,"35,000,000",USD 407590945,7.8,470073
4476,the wailing,14-05-2016,Na Hong-jin,20th Century Fox Korea,S. Korea,Found Footage,150min,Not Rated,"750,000",$6632236,7.6,131129
3629,  Ju-on The Grudge ,11/06/2002,Takashi Shimizu,Toei,Nippon,Slasher,113min,Unrated,"120,000",$547265,5.4,271689
4659,A Quiet Place,3/22/2018,John Krasinski,Paramount,United States,Supernatural,100 min,Not Rated,"$300,000",USD 3147005,8.7,36525
1685,Eyes Without a Face,21-05-1960,Georges Franju,Champs-Elysees,FRANCE,Giallo,2h 0m,Unrated,"$20,000,000",158166156,8.5,82196
3441,Battle Royale,2000/07/26,Kinji Fukasaku,Toei,JAPAN,Found Footage,105,PG-13,"$1,500,000",10261807,7.7,287098
5224,Nosferatu,6/11/2024,Robert Eggers,Focus Features,United States,Occult,135,Not Rated,10000000,"$23,048,052",7.7,175669
3340,Audition,12/24/1999,Takashi Miike,Omega Project,Nippon,Psychological|Occult,160,Unrated,"$6,000,000",,8.3,438353
5304,Wolf Creek,04/09/2005,Greg McLean,Roadshow,Australia,Vampire,1h 50m,,"$6,000,000",,7.5,59360
1291,Cat People,2/13/1942,Jacques Tourneur,RKO Radio Pictures,USA,Werewolf|Creature Feature,74,Not Rated,"$300,000",$927054,6.8,240978
4936,Malignant,10/08/2021,James Wan,Warner Bros.,USA ,Zombie,138,,"50,000",USD 583939,7.5,80688
3555,Pulse,2001/10/20,Kiyoshi Kurosawa,Toho,JAPAN,Creature Feature|Body Horror,99,NC-17,,"$190,306",5.2,270919
1857,Blood and Black Lace,26-10-1964,Mario Bava,Emmepi Cinematografica,Italy,Gothic|Giallo,,NC-17,120000,"$215,381",8.4,24023
3522,  The Others ,8/11/2001,Alejandro Amenabar,warner bros.,Spain,Splatter,160 min,G,,"$55,008,994",8.7,190235
1567,The Blob,1958/11/02,Irvin Yeaworth,paramount,U.S.A.,Supernatural,,NC-17,"1,500,000",$20452945,6.0,292400
1355,The Thing from Another World,1951/12/08,Christian Nyby,RKO Radio Pictures,U.S.A.,Giallo|Creature Feature,81 min,Unrated,$50000,,8.5,407080
2648,Cannibal Holocaust,4/23/1980,Ruggero Deodato,United Artists Europa,italy,Gothic,126 min,NC-17,,270483,,5373
3537,The Others,18-08-2001,Alejandro Amenabar,Warner Bros,Spain,Splatter,160 min,,10000000,"$55,008,994",8.7,90197
1327,I Walked with a Zombie,09/21/1943,Jacques Tourneur,RKO Radio Pictures,USA ,Found Footage,144,R,300000,2896340,8.9,113871
5225,nosferatu,05/20/2024,Robert Eggers,Focus Features,USA,Occult,135 min,Not Rated,"$10,000,000","23,048,052",7.7,354422
3737,High Tension,03/03/2003,Alexandre Aja,EuropaCorp,France,Zombie|Kaiju,2h 41m,G,"$1,500,000","$12,580,491",4.6,261080
5155,Late Night with the Devil,12-05-2023,Colin Cairnes,IFC Films,Australia,Psychological,70 min,NC-17,$6000000,"$44,680,381",8.2,149789
3573,PULSE,2001/09/25,Kiyoshi Kurosawa,Toho Co.,JAPAN,Creature Feature|Body Horror,99,NC-17,"$300,000",190306,5.2,74608
1111,Frankenstein,05/19/1931,James Whale,Universal  ,United States,Supernatural|Slasher,117 min,NC-17,"$750,000",$1599134,6.4,89305
1279,Cat People,1942/01/15,Jacques Tourneur,RKO Radio Pictures,United States,Werewolf|Creature Feature,74min,Not Rated,"$300,000","927,054",6.8,174906
2164,don't look now,11/16/1973,,Casey Productions,UK,Zombie|Found Footage,121,R,3000000,"$8,311,755",5.4,128464
1715,Peeping Tom,1960/11/18,Michael Powell,Anglo-Amalgamated,United Kingdom,Werewolf,96,PG,$1500000,USD 16521182,,412310
1138,Freaks,4/25/1932,Tod Browning,MGM,U.S.A.,Cosmic Horror,72,Unrated,6000000,"5,451,081",4.6,325893
3306,Ringu,1998/08/25,Hideo Nakata,toho,JAPAN,Psychological,,PG,"20,000,000",$8179313,4.9,473501
4966,X,2022-12-05,Ti West,A-24,U.S.A.,Splatter,126,NC-17,,,7.9,261797
1058,Dracula,1931-06-24,Tod Browning,Universal,us,Found Footage,84min,R,"$300,000",$471267,5.6,84694
1741,The Innocents,1961/05/07,Jack Clayton,20th Century Fox,UK,Splatter,122,NC-17,"$1,500,000","$19,063,753",7.0,316640
1066,Dracula,1931-12-07,Tod Browning,Universal Pictures,USA,Found Footage,84,R,300000,"$471,267",5.6,189094
4257,The Conjuring,2013-04-21,James Wan,warner bros.,United States,Werewolf,91,Unrated,"50,000","75,128",9.0,211652
1534,Horror of Dracula,1958-05-11,,Hammer,UK,Found Footage,117 min,,10000000,"$99,981,464",8.6,154637
4376,Goodnight Mommy,2014-11-24,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,75,G,"300,000","165,609",6.1,157157
2514,Alien,1979-08-13,Ridley Scott,20th Century Fox,U.K.,Occult|Creature Feature,1h 56m,G,"10,000,000",15461470,6.4,440352
5328,An American Werewolf in London,1981/11/26,John Landis,Universal  ,UK,Cosmic Horror,89,Unrated,"$50,000",400014,8.8,343386
4747,Us,01-02-2019,Jordan Peele,Universal,us,Psychological,131,PG,,"$40,925,924",6.6,17134
3967,REC,2007/11/27,Jaume Balaguero,Filmax,Spain,Zombie,144,PG,20000000,"126,904,732",7.4,2955
1855,Blood and Black Lace,10/3/1964,Mario Bava,Emmepi Cinematografica,Italy,Gothic|Giallo,143,NC-17,,$215381,8.4,204844
1468,Godzilla,7/17/1954,Ishiro Honda,TOHO,Japan,Cosmic Horror,160,PG-13,$6000000,"$47,256,128",7.4,129628
4240,The Conjuring,2013/08/28,James Wan,Warner Bros.,us,Werewolf,91min,Unrated,50000,"75,128",9.0,397802
4871,Possessor,2020/10/07,Brandon Cronenberg,Neon,Canada,Occult,2h 18m,G,"300,000",USD 667524,8.1,62508
4596,Get Out,2/24/2017,Jordan Peele,BlumHouse,us,Comedy Horror,111,Unrated,"$120,000","$1,256,432",7.9,380698
2936,  Videodrome ,02/24/1983,David Cronenberg,UNIVERSAL,CANADA,Supernatural,70,NC-17,35000000,"$391,950,781",7.4,272293
4859,Saint Maud,05/15/2019,Rose Glass,A24,UK,Folk Horror|Supernatural,101,NC-17,"3,000,000",USD 9179482,8.4,79749
3868,Wolf Creek,2005/07/15,Greg McLean,Roadshow,Australia,Vampire,1h 50m,G,6000000,"$46,531,729",7.5,87594
2232,Deep Red,11/15/1975,Dario Argento,Rizzoli Film,ITALY,Supernatural,112min,Not Rated,,"$14,234,893",8.9,399868
3359,The Blair Witch Project,6/7/1999,Daniel Myrick,Artisan Entertainment,USA ,Splatter,118min,Unrated,"300,000","$2,812,847",9.0,19017
2912,City of the Living Dead,10/20/1980,Lucio Fulci,Dania Film,italy,Psychological,102,G,"$3,000,000","$6,159,368",8.8,89923
3069,The Fly,09/25/1986,David Cronenberg,20th Century Fox,us,Cosmic Horror,104 min,R,35000000,"$407,590,945",7.8,9224
3827,The Descent,05-10-2005,Neil Marshall,Pathe,United Kingdom,Splatter,1h 13m,PG,1500000,,6.5,287763
3865,Wolf Creek,25-06-2005,Greg McLean,Roadshow,Australia,Vampire,110min,G,6000000,"$46,531,729",7.5,460676
1789,Carnival of Souls,16-02-1962,Herk Harvey,Herts-Lion International,U.S.A.,Body Horror,1h 40m,PG,USD 20000000,,8.7,384323
1716,Peeping Tom,5/23/1960,Michael Powell,Anglo-Amalgamated,United Kingdom,Werewolf,96 min,PG,$1500000,"$16,521,182",8.0,108305
4122,Trick 'r Treat,4/16/2007,Michael Dougherty,Warner Bros,United States,Slasher,161,R,"$20,000,000","87,142,789",5.1,371878
1640,Psycho,13-12-1960,Alfred Hitchcock,Paramount Pictures,USA ,Supernatural,162min,PG-13,"120,000",USD 1526242,6.9,144649
1850,Blood and Black Lace,23-06-1964,Mario Bava,Emmepi Cinematografica,Italy,Gothic|Giallo,143,NC-17,"$120,000",,,187893
1957,Repulsion,1965/11/23,Roman Polanski,Compton Films,United Kingdom,Cosmic Horror|Supernatural,142,PG,"$300,000","$4,103,145",7.3,54399
3175,Jacob's Ladder,1990-04-11,Adrian Lyne,TriStar Pictures,USA ,Vampire,1h 47m,Not Rated,$120000,1088354,5.5,44238
3253,Cronos,10-11-1993,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71,R,"120,000","$200,544",5.0,245693
5169,The Substance,3/7/2024,Coralie Fargeat,Mubi,FRANCE,Psychological,75,NC-17,"$50,000","$101,442",8.3,312687
1196,The Invisible Man,04/14/1933,James Whale,Universal,USA,Vampire,157,Not Rated,20000000,"$208,181,238",5.8,144322
1941,Repulsion,04-03-1965,Roman Polanski,Compton Films,UK,Cosmic Horror|Supernatural,2h 22m,PG,,USD 4103145,7.3,457744
2129,The Exorcist,10/15/1973,William Friedkin,Warner Bros.,U.S.A.,Haunted House|Vampire,105,PG,1500000,"3,109,059",7.9,281598
1517,The Curse of Frankenstein,10/03/1957,Terence Fisher,hammer films,United Kingdom,Werewolf|Vampire,129,PG-13,$10000000,"$139,128,163",6.5,318419
2294,  The Omen ,1/2/1976,Richard Donner,20th Century Fox,U.S.A.,Vampire,144,PG,"$3,000,000",5923606,8.9,10466
